-1.89865	-0.29797	0.581072	-0.497858	-0.0868818	-1.00177	-2.59233	0.263778	0.18073	-1.54756
0.760241	-0.306007	0.431909	-3.03064	-0.114046	-0.276854	0.374164	-0.868071	0.348388	-0.953336
0.788153	-0.312233	0.449204	-3.11913	-0.22021	-0.372522	0.340456	-0.87625	0.367402	-0.925012
0.660258	-0.333396	0.405878	-3.09732	-0.260971	-0.435633	0.231388	-0.863186	0.364344	-0.90163
0.594688	-0.326339	0.450373	-2.89164	-0.163889	-0.386812	0.192763	-0.809409	0.383522	-0.965707
0.350178	-0.184684	0.63638	-1.82934	0.911557	0	0	-0.4509	0.25501	-1.07012
0.50322	-0.218758	0.66503	-2.26194	0.450981	0	0.0334803	-0.582274	0.347741	-1.22927
0.412252	-0.258009	0.529143	-2.41656	0.250368	-0.137358	-0.076113	-0.683235	0.244762	-1.1094
0.614263	-0.188551	0.684251	-2.27788	0.367966	0	0.0400719	-0.586178	0.301675	-1.22091
0.628753	-0.169714	0.534078	-2.709	0.091836	-0.0190574	0.0724853	-0.812906	0.262233	-1.188
0.709121	-0.244609	0.322472	-3.17312	-0.314493	-0.276003	0.136491	-1.0504	0.306954	-1.0868
0.579625	-0.244552	0.350136	-3.01283	-0.265628	-0.285467	0	-0.969255	0.296313	-1.12926
0.671309	-0.208528	0.484161	-2.89679	0.0379772	-0.0996789	0.152797	-0.861549	0.282885	-1.17005
0.105023	-0.0466033	0.516783	-0.139597	2.32106	0.142652	0.0011393	-0.111418	0.134127	-0.559685
-0.0702457	-0.102185	0.519734	0.139942	2.70515	0.20739	0	-0.0106218	0.183635	-0.471593
0	-0.144177	0.636977	-0.268441	2.13107	0.174243	-0.0320887	0	0.29061	-0.767534
0.0116783	-0.206437	0.714006	-0.351638	2.20063	0.265606	0.00717168	0	0.362722	-0.848301
-0.0489433	-0.0775637	0.42526	0.198879	2.5595	0.0299439	-0.0216148	0.00138251	0.193716	-0.354855
0.00493387	-0.0344159	0.442299	0.415904	2.74762	0.165871	0.0311592	0.078903	0.117025	-0.446196
-0.302128	-0.169279	0.511631	0.0236171	2.33439	0.0150396	-0.366193	-0.0305841	0.143987	-0.569604
-0.255438	-0.120827	0.432728	0.0843515	2.45516	0.129528	-0.289943	-0.108995	0.047793	-0.548976
-0.153266	-0.1553	0.598839	0.0194581	2.42318	0.157604	-0.155088	0.0547381	0.178714	-0.695213
