0.507147	0.527595	0.49001	0.534131	0.549811	0.578645	0.475834	0.549146	0.475642	0.644096	0.523873	0.595093	0.596516	0.498215	0.767692	0.567571	0.542429	0.529738	-1.15529	-0.0481372	0.536365	0.496029	-2.17055	-2.87692	0.540068	-0.660742	-2.47516	-0.382964	-1.8123	-0.469946	-2.37985	0.609925	0.481102	0.14433	0.243315	0.401822	0.59628	0.429395
-0.318314	-0.357734	-0.253128	-0.375343	-0.371144	-0.327382	1.47332	2.01773	-0.319321	3.50224	-0.348914	-0.415178	-0.428198	3.04886	-0.122349	-0.352387	-0.424943	-0.377105	-0.378564	-0.491055	-0.43269	-0.327688	-0.385206	-0.426078	-0.391419	-0.429492	-0.40265	-0.358657	-0.354213	-0.441724	-0.210347	-0.364707	-0.310063	-0.359313	-0.658947	2.30898	-0.42465	-0.412184
0.673392	5.69905	-0.285475	-0.143268	-0.237727	-0.290962	-0.227514	-0.239718	-0.0377194	-0.321326	0.113495	-0.443648	-0.27359	-0.254416	-0.177349	-0.215421	-0.278338	0.149678	-0.243292	-0.684861	-0.0328583	-0.559504	-0.22692	-0.23753	-0.277793	-0.222843	-0.228497	-0.242403	-0.169745	-0.19274	-0.174639	-0.24225	-0.250712	-0.22526	-0.218035	-0.209852	1.58465	-0.154008
0.456492	0.464535	0.470466	0.473825	0.45623	0.526941	-2.2655	-1.93417	0.43424	0.308191	0.47057	0.517369	0.510094	0.458013	0.41878	0.483911	-2.79728	0.465178	0.382552	0.554471	0.514584	0.442837	0.549737	0.495322	0.529552	0.38184	0.509362	0.594258	-1.60904	-0.550599	0.0953259	0.507366	-3.27442	0.368021	-0.847174	-0.571823	0.55863	0.451259
0.176886	0.135899	-0.0127908	0.379169	0.328518	0.32971	0.293532	0.284255	0.0777811	0.381532	0.400435	0.423438	0.420536	0.332115	0.273627	0.30237	0.348992	-4.04599	0.339739	0.0674071	0.12157	-3.63665	0.309299	0.316623	0.346292	0.295529	0.310348	0.320384	0.271161	0.28257	0.328195	0.321052	0.330686	0.305103	0.300373	0.230929	-2.28616	0.295494
-0.259605	-0.336504	0.0768097	2.6572	-0.321564	-0.511785	-0.455104	-0.405153	2.20189	-0.463976	2.78229	2.92494	2.09043	-0.433317	-0.364997	-0.387639	-0.436546	-0.428781	-0.468582	-0.723226	-0.512061	-0.373661	-0.394262	-0.402496	-0.434439	-0.404393	-0.3999	-0.408214	-0.349894	-0.372266	-0.30871	-0.408127	-0.420542	-0.400311	-0.396723	-0.336671	-0.00284493	-0.411226
-0.133998	-0.254696	1.83142	-0.21482	-0.0979779	5.69187	-0.222924	-0.36708	-0.226773	-0.229473	-0.37407	-0.278948	-0.182161	0.0622452	-0.22621	-0.248389	-0.317933	-0.0859969	-0.077879	-0.373687	-0.268867	-0.289374	-0.255028	-0.262319	-0.324432	0.0107424	-0.257053	-0.278555	-0.184842	-0.166688	-0.209645	-0.280253	-0.313542	-0.228973	-0.164107	0.350142	-0.386329	-0.163337
-5.89758	-0.126839	0.183326	-0.135185	0.135676	0.225835	0.152026	0.0210033	0.178664	0.334795	0.00389435	0.38575	-0.00881034	0.249846	0.197287	0.237724	0.304453	0.191483	-0.0873557	-0.41811	-0.133663	-0.298425	0.243955	0.252645	0.288648	0.128036	0.247042	0.254827	0.209722	0.187399	0.187252	0.257999	0.29627	0.214407	0.205528	0.145234	1.20859	-0.0233927
0.053199	0.235667	-0.326254	-0.397262	-5.92104	-0.128641	-0.0273886	0.0869156	-0.650037	0.341784	-0.0216471	0.349579	0.770222	0.209841	0.160639	0.199571	0.271117	0.241514	0.1392	0.273597	0.256222	0.131112	0.208309	0.218133	0.254234	0.230562	0.208509	0.220947	0.181465	0.185946	0.235549	0.222681	0.236073	0.203269	0.185093	0.320118	0.379662	0.26149
0.351711	0.35908	0.351581	0.380367	0.38272	0.418727	0.37739	0.449837	0.323449	0.487329	0.37311	0.445212	0.4382	0.406207	-2.56256	0.0122315	-0.0972246	0.383769	0.708808	0.802289	0.487025	0.326294	0.0315784	0.316375	-0.0394946	0.475315	0.425551	-0.521	0.348135	-3.01791	0.61882	-0.21857	0.298713	-3.34583	-2.29178	0.362362	0.500203	0.45194
