0	234.834	11.1845	139.092	36.852	2.79536
0.814034	62.9629	6.06455	87.3357	1.70548	3.72456
26.658	138.617	0.582483	24.6402	5.24265	9.93849
29.0254	3.90972	0	1.02721	4.10282	6.53156
27.2276	18.8172	0.627499	2.22736	0	7.8292
0.821562	8.21877	0.63228	11.2684	0.282345	1.75441
0.269372	2.83895	4.76108	0.282067	0.802769	5.3868
9.32517	193.674	0.0694522	15.4302	31.6224	17.4523
22.0777	42.2294	0.0745087	15.2992	1.85809	3.80272
14.4932	38.2488	2.53652	0.507326	0.0310475	8.14046
0.413527	17.3421	1.27753	10.279	0.342373	2.54786
5.18309	4.78178	0.140669	18.3337	3.43868	0.902476
0.123237	16.7081	0	13.1506	9.76052	0.430918
0.872639	0.261799	0.0267333	11.7394	0.23064	0.446898
3.26646	3.33081	2.43101	12.1608	0	2.4656
4.96462	4.30223	6.2021	0.0495774	6.32398	9.07745
9.48635	2.2747	3.78692	2.13142	16.7201	4.09899
24.2632	45.3711	0.260801	19.2795	3.94309	3.58188
10.5014	14.9644	7.7173	0.0379549	5.23214	9.98542
7.23972	0	11.1346	8.22411	5.84985	3.22864
6.57499	17.4033	2.84314	2.28657	0.527262	3.39722
0	0.21143	16.1202	1.68207	8.44581	11.6643
7.63691	3.54703	2.27669	16.4771	0.755773	1.33878
2.39634	40.3569	0.269194	43.8141	7.88657	0.930937
8.59562	4.81002	3.35189	2.66047	8.39501	2.60429
0.0995887	40.3385	6.5024	20.3002	23.0789	8.18704
27.4235	32.5502	0.335416	6.2396	3.16515	4.23763
1.83081	19.1803	6.41131	1.30164	11.3327	3.11705
10.1607	19.1691	0.66101	0.468773	0.142703	5.16292
24.8021	14.847	0.0742523	7.44634	9.7138	3.77595
1.00086	3.53596	4.80326	13.1658	1.5628	7.13964
20.3747	3.704	3.34061	6.58869	38.9676	4.7593
1.57162	48.5566	0.0468574	12.6336	1.13221	2.30802
1.29569	57.4871	0.968611	35.0844	10.7449	5.37803
3.54498	23.7202	0.820718	10.0111	0.0998617	4.88972
8.30608	0.0134017	0.061843	10.6254	2.65002	0.644945
5.70441	7.51853	1.58558	15.1997	9.94149	4.19521
0.0227322	5.47623	0.0712768	7.02003	3.35487	1.46109
3.83036	10.6667	0.4229	0.265827	0.0522914	1.52071
0.0817005	41.547	2.876	39.0452	4.21507	7.27711
17.0955	20.2312	0.538502	0.293037	0.0314444	3.71763
1.60848	1.52128	3.25261	5.02167	5.96214	1.84933
14.7979	130.071	0.160487	1.44447	27.0655	21.8499
0	1.10881	1.54061	0.589592	2.48452	0.65732
0.0241625	3.33655	1.77138	5.4981	11.4179	0.840204
1.45976	15.2538	0.996181	24.9159	83.1586	6.00723
0.0107738	3.69348	0.196344	30.5685	10.4162	8.0683
0.617007	30.3846	0.702061	20.0516	4.48811	3.0485
2.24475	0.287462	1.30804	0.479876	3.45921	6.65854
1.21054	4.66356	1.79679	0	6.18329	5.2285
0.931062	0.238396	5.27191	1.77654	1.99256	7.48351
3.38354	3.44463	2.93819	16.8234	1.50961	15.111
6.11273	0.927057	1.68281	0.358339	48.0083	1.95587
24.7238	0.053835	1.71861	10.2091	41.0323	0.0237979
0.510649	5.58374	3.21638	8.42556	13.9982	0.73924
5.65531	9.06533	1.34278	15.2457	36.9768	6.7178
10.2393	6.4885	0.346612	2.10734	15.5873	2.81314
0.875079	4.33343	0.25341	2.20098	14.1926	5.68255
38.2617	3.02049	1.1218	2.01858	46.2791	0.0541175
3.0589	11.067	0.33808	1.705	14.8271	5.64437
13.5437	1.35444	2.17545	4.10733	22.7659	0.0371331
10.9375	0.299519	2.07481	0.253534	2.18816	5.51265
2.24918	6.4528	1.04421	0.0501277	8.68922	3.84379
8.12358	3.44509	0.490068	6.92885	8.85668	1.97881
0.0742371	9.71963	0.338094	7.50666	34.9531	4.67859
18.9012	18.1543	8.73863	11.7767	0.472976	7.17736
5.14233	0.0557286	0.116871	8.3366	4.41809	0.661139
29.804	4.03589	0	32.6105	27.0071	0.184084
3.75495	0.0997087	2.76214	7.13746	0.462644	2.6563
