0.00176782	-15.3217	-3.34149	11.7917	-6.06659	-1.66977
0.866411	-7.92913	-2.45823	9.34276	-1.28455	-1.92791
5.16038	11.772	0.757459	-4.96195	2.28458	-3.152
5.38591	1.97165	0	1.00729	-2.02168	-2.55527
5.21675	4.3358	-0.789278	1.48928	0	-2.79773
0.900089	2.8642	-0.792941	-3.35566	-0.522526	-1.32404
0.507901	1.68032	-2.18114	-0.523587	-0.890476	-2.32062
3.04997	13.9156	-0.251469	-3.92611	5.62164	-4.1772
4.6967	6.49656	-0.263282	-3.9098	-1.35746	-1.94951
3.80491	6.18285	-1.59104	-0.704692	0.147012	-2.85278
0.6341	4.16253	-1.12868	-3.20483	0.577009	-1.59577
-2.27431	2.18353	-0.370815	-4.28093	1.85198	-0.949363
-0.333458	4.0854	0	-3.62497	3.1222	-0.655266
-0.928254	0.497859	0.153255	-3.42515	0.4707	-0.667571
-1.80414	1.82057	-1.55784	-3.48599	0	-1.56973
2.225	2.06987	-2.48953	0.204289	-2.51243	-3.01257
3.07782	1.50243	-1.94494	-1.45683	-4.08764	-2.0242
4.92414	6.73428	-0.506059	-4.38961	-1.98241	-1.8921
3.23793	3.86558	-2.77704	0.171202	-2.28429	-3.15962
-2.68795	0	-3.33615	-2.86615	-2.41599	-1.79632
-2.56162	-4.16966	-1.68496	1.50921	-0.71872	-1.84274
0	0.436688	-4.01431	1.29192	-2.90375	-3.41493
-2.76091	1.87837	-1.5074	-4.05799	0.862633	-1.15636
-1.54433	6.35153	-0.515508	-6.6186	2.80659	-0.964189
2.92959	2.18926	-1.82971	-1.62837	-2.89551	-1.61331
0.295608	-6.34978	-2.54911	4.50447	-4.80279	-2.86097
5.23541	5.70371	-0.575558	-2.49605	-1.77587	-2.05815
-1.34787	-4.3774	-2.53119	1.13673	-3.36463	-1.76505
3.18565	4.37641	-0.810685	-0.678652	0.364797	-2.27187
4.97888	3.85101	-0.26572	-2.72721	-3.11498	-1.94279
0.992551	-1.87473	-2.19049	3.62695	-1.24478	-2.67163
4.51178	1.91832	-1.82618	-2.5644	-6.24114	-2.18108
-1.24887	-6.96713	-0.208358	3.55321	-1.05934	-1.51876
1.13242	-7.58085	-0.982052	5.9224	-3.2762	-2.3187
1.87938	4.86859	-0.903723	-3.16262	-0.299971	-2.21091
-2.88022	0.0820252	-0.242535	-3.25861	1.62516	-0.802334
-2.38604	-2.73929	-1.25782	3.89768	3.15152	-2.04788
-0.123604	2.33697	0.260406	-2.64802	1.82908	-1.20821
-1.95458	-3.26395	-0.64791	0.509041	0.212361	-1.2327
0.265868	-6.44438	-1.69469	6.24786	-2.05039	-2.6973
4.13285	4.49569	-0.730582	-0.532026	0.14914	-1.92764
-1.26286	-1.22602	-1.80232	-2.23882	-2.43938	-1.35933
3.84331	11.4033	0.390272	-1.19443	5.20027	-4.67399
0	-1.04614	1.23981	-0.762503	1.57342	-0.809924
-0.122661	-1.82152	-1.32929	-2.34266	-3.37729	-0.915747
1.20277	3.90339	0.996032	4.99066	9.11847	-2.45062
-0.0683136	-1.91764	-0.438884	5.52806	3.22585	-2.84017
-0.770345	5.50931	-0.833438	-4.47602	2.11372	-1.7452
-1.49206	0.51513	-1.14119	0.683768	1.85574	-2.57997
-1.09342	2.15576	-1.33871	0	2.48425	-2.28621
0.956167	0.467041	-2.2949	1.32854	-1.40649	-2.7352
1.83387	1.84874	-1.71225	4.0999	1.22174	-3.88692
-2.46808	0.948689	1.29466	0.58658	6.92747	-1.39767
-4.97109	0.204244	1.30952	-3.19387	6.4048	0.150157
0.700295	-2.35712	1.79161	2.90021	3.73907	-0.85845
2.37372	3.00634	1.15599	3.90274	6.07939	-2.59139
-3.19761	-2.54346	0.584903	1.44825	3.94651	-1.67674
0.9237	2.07468	0.496524	1.47842	3.76481	-2.38325
-6.18453	-1.73296	1.05723	-1.41767	6.80203	-0.229591
-1.74429	3.32345	-0.577156	-1.30151	3.84879	-2.37537
-3.67822	-1.15569	1.47344	-2.02428	4.77009	-0.188743
-3.30491	-0.529712	-1.43881	-0.49378	1.47505	-2.34751
1.49186	2.53438	1.01826	-0.196029	2.94443	-1.95987
-2.84753	1.85076	-0.696757	-2.63032	2.97389	-1.40609
0.233148	3.11201	-0.574473	2.73639	5.9102	-2.16227
-4.3454	-4.25788	-2.95513	3.42987	0.676816	-2.67863
-2.26541	0.212247	0.33718	-2.88612	2.09987	-0.812393
-5.4584	2.00581	0	-5.70991	5.19596	0.4278
1.9339	0.288559	-1.66055	2.6697	0.671034	-1.62927
-1.27803	-2.27278	-1.98544	5.20385	2.46063	-2.68439
-2.36383	0.229284	-0.830093	-1.13526	2.50622	-1.0926
-2.50153	-2.42769	-0.617078	-0.655076	0.802142	-0.931594
-1.76924	2.27911	-0.701893	-0.851496	4.30557	-1.1877
-2.07771	-1.22481	0.3943	-1.32858	1.94365	-0.940194
-8.27904	2.08234	-0.574681	-7.28484	6.47163	0.946819
2.08108	3.05782	0	-3.08353	-0.666631	-1.52589
0.375573	1.37111	-1.58639	-3.1483	-2.28989	-1.48956
3.67572	6.21826	-0.952348	-2.06919	-0.438049	-2.9357
-6.20553	7.22955	-1.52217	-10.4357	5.20858	0.671051
2.46172	7.2487	-1.93242	-6.84569	-1.98383	-1.01008
-6.00752	0.115466	-2.3178	-3.53206	2.25512	-0.978651
-5.38314	3.11164	-1.41571	-8.85973	2.30191	1.08005
2.48138	3.27899	-2.16607	-4.28407	-3.8206	-1.134
-3.2662	0.682897	-0.155722	-3.3015	3.01239	-0.465993
-3.45534	2.4553	-1.41631	-5.38737	1.29158	-0.800472
-1.78252	5.51573	-1.29769	-8.27546	0.0179669	-0.761718
-9.93443	2.74902	-0.545573	-6.34577	9.11818	0.299609
-9.59875	0	-1.14097	-6.45707	6.32793	1.37762
-6.2774	4.22822	-1.38738	-8.31091	4.16401	0.313114
2.97167	5.90546	-2.59715	-0.958153	-0.424723	-2.74306
-2.00618	8.01782	2.53057	-9.04687	5.41209	-1.23735
-4.61556	2.38197	-1.03181	-6.89616	2.06663	-0.0088106
-2.67749	2.88416	-3.43326	-3.24559	-0.660906	-2.49079
-4.2107	0	-1.57546	-5.9366	-0.281495	0.0735889
-3.10923	-2.86515	-0.95924	-1.19839	-0.227638	-1.18563
-0.893451	3.30831	-1.54969	-5.3591	-0.485602	-0.757896
0	2.11394	-3.75012	-1.37614	-2.46691	-2.36553
-0.343136	1.32471	-2.93505	-3.91684	-4.0619	-1.77912
-8.61081	-1.38264	-2.67654	-6.0245	1.91679	0.497507
-1.87197	-3.01548	-2.36299	1.80739	-1.01712	-2.20448
-4.52937	0	-3.73351	-2.05762	-0.0388251	-1.63788
-5.45721	0.931857	-2.09161	-7.29577	0.201801	0.249851
-6.20539	2.79088	-1.40862	-8.07204	2.97082	0.463083
-3.6752	-0.219393	-2.02033	-5.34402	-1.0622	-0.0865107
-4.2738	-0.360129	-1.03415	-4.40771	1.59014	0.170013
-3.61153	-0.316005	-3.66093	-3.9369	-1.91365	-0.532508
1.55968	0.888609	-0.669453	-4.44848	-3.61309	-0.73682
-2.00269	0.720273	-2.55478	-6.83296	-3.86295	-0.124674
3.56105	3.77539	-1.28295	-3.89306	-3.80044	-1.78801
-0.528709	-3.35152	-2.31895	0.209334	-3.68733	-1.60759
-3.30074	1.34558	-2.06877	-6.70723	-1.47683	-0.29623
-5.72087	-4.94763	-0.980906	-1.59618	1.19798	0.0982344
1.71494	2.38044	-3.35785	-2.37398	-4.51217	-2.33105
-3.79844	-1.76073	-0.630401	-4.16521	0.499963	0.32252
-2.8461	0.117708	-1.74254	-4.65186	-1.29823	-0.827963
-9.14013	-0.481638	-0.658567	-5.43454	6.8445	1.30028
-4.17996	-1.1601	-1.92057	-3.10408	-0.0626624	-0.986121
-7.42287	-2.65519	0	-4.47949	4.26407	1.03209
-5.05671	-4.77651	0	1.11443	4.24209	-0.0652516
1.30308	-0.581657	-2.2393	0	-3.83893	-2.5831
-2.55437	0.483088	-0.521878	-5.61819	0.0998408	0.245989
-5.69311	-0.658565	-1.87568	-4.70311	1.14926	-0.276268
-2.51897	1.10643	-1.74	-6.77673	-1.97053	0
-0.666336	4.76162	-1.07967	-8.19319	-1.01911	-0.177081
-10.7623	0.0128873	-0.855622	-5.87682	8.60644	1.60201
2.03767	-0.442575	-0.826097	-0.362362	-2.68586	-1.91884
-7.65884	0	-1.88418	-6.69102	3.29741	1.26388
-11.9809	-1.27869	0.838975	-2.48394	13.4712	1.4329
