5.21078	0.76651
5.19561	0.749417
5.17179	0.7898
5.13579	0.790853
5.16039	0.773958
5.12054	0.735109
5.11299	0.708385
5.10668	0.710304
5.12179	0.693855
5.09964	0.67729
5.10004	0.629313
5.05312	0.579434
4.99489	0.553879
4.95626	0.490523
4.86867	0.451176
4.76817	0.405507
4.63028	0.330378
4.53665	0.255121
4.46073	0.192089
4.3174	0.104076
4.2112	0
4.1056	-0.121813
3.942	-0.230723
3.80716	-0.298818
3.6792	-0.363029
3.54096	-0.43103
3.40011	-0.496244
3.24187	-0.590658
3.04811	-0.673712
2.89458	-0.739327
2.77654	-0.840027
2.638	-0.976453
2.51895	-1.02152
2.34357	-1.10999
2.17952	-1.18424
2.00294	-1.22033
1.86197	-1.31395
1.70122	-1.39574
1.50209	-1.47242
1.35657	-1.55146
1.19784	-1.61949
1.0469	-1.69252
0.90078	-1.78473
0.752626	-1.86926
0.575475	-1.94104
0.465242	-2.00641
0.322341	-2.02706
0.149707	-2.03208
0	-2.04126
-0.111401	-2.02857
-0.248667	-1.96766
-0.415841	-1.89613
-0.536249	-1.85083
-0.621364	-1.7737
-0.7129	-1.68046
-0.82811	-1.60089
-0.97283	-1.47262
-1.07712	-1.314
-1.17055	-1.16854
-1.28894	-1.01848
-1.37641	-0.867018
-1.47884	-0.753542
-1.58133	-0.57471
-1.66805	-0.416953
-1.74996	-0.299052
-1.84856	-0.150654
-1.91773	0
-2.00668	0.187251
-2.09178	0.324591
-2.18726	0.470736
-2.28623	0.653862
-2.37711	0.832188
-2.43293	1.01702
-2.51131	1.1735
-2.56505	1.36909
-2.65068	1.53511
-2.7048	1.68613
-2.77339	1.82049
-2.85318	2.01278
-2.92377	2.15511
-3.01284	2.31968
-3.04808	2.49748
-3.09731	2.6647
-3.09022	2.79632
-3.13329	2.92897
-3.16557	3.06155
-3.19341	3.15649
-3.23817	3.26701
-3.21746	3.36895
-3.24814	3.4421
-3.25138	3.4957
-3.23836	3.51516
-3.25874	3.51405
-3.26347	3.55528
-3.28959	3.60673
-3.29681	3.62431
-3.27902	3.65404
-3.27288	3.62862
-3.25646	3.60844
-3.22081	3.64065
