27.1566	0.592982
26.9982	0.566613
26.7508	0.628214
26.3792	0.629423
26.6321	0.602593
26.2219	0.543496
26.1443	0.504506
26.0795	0.506842
26.2337	0.483531
26.0071	0.460482
26.0108	0.397506
25.5341	0.336921
24.9489	0.307749
24.5643	0.241462
23.7038	0.20435
22.7353	0.165241
21.4395	0.110104
20.5814	0.0661377
19.8985	0.0380655
18.6406	0.0121081
17.7353	0
16.857	0.0164371
15.5407	0.0550925
14.4959	0.0912732
13.5381	0.133917
12.5403	0.188108
11.5628	0.248731
10.5118	0.351438
9.2933	0.45658
8.38115	0.549498
7.71189	0.708666
6.96186	0.956576
6.348	1.04663
5.49516	1.23515
4.75317	1.40545
4.01458	1.49216
3.46968	1.72936
2.89677	1.95085
2.25884	2.17067
1.84272	2.40956
1.43716	2.62514
1.09818	2.86686
0.813431	3.18731
0.568353	3.49606
0.332847	3.76934
0.217905	4.02714
0.105263	4.11037
0.0236329	4.13066
0	4.16791
0.0134405	4.1162
0.062899	3.87276
0.174058	3.59647
0.28876	3.42677
0.387325	3.14727
0.509531	2.82528
0.687215	2.56433
0.947897	2.17015
1.16182	1.72827
1.37189	1.36724
1.66314	1.03913
1.89639	0.753684
2.18904	0.569975
2.50282	0.332594
2.78471	0.176269
3.06475	0.0918949
3.41961	0.0250404
3.68017	0
4.02938	0.0376494
4.37829	0.108215
4.78692	0.224568
5.22948	0.430355
5.65328	0.69537
5.92167	1.03708
6.30911	1.37979
6.58172	1.87693
7.02825	2.35902
7.31797	2.84536
7.6935	3.3163
8.14223	4.05321
8.54979	4.64624
9.07845	5.3825
9.29182	6.23883
9.59424	7.10192
9.55017	7.82054
9.81809	8.57983
10.0213	9.37397
10.1983	9.96424
10.4861	10.6742
10.3525	11.3507
10.5511	11.8491
10.5723	12.2212
10.4881	12.3579
10.6208	12.3504
10.6521	12.6423
10.8235	13.0111
10.8715	13.1386
10.7549	13.3554
10.7151	13.1707
10.6084	13.0251
10.378	13.2592
