0	0.062094	0	0
0	0	0	0
0	0	0	0
0	0.00672412	-0.000562821	0
0	0	0	0.331523
0.122814	0	0	0
0.163752	0	0	0
0.175692	0	0	0
0.0614817	0	0	0
0	0	0	0
0.10217	0	0	0
0.0904283	0	0	0
0	0	0	0
0	0	0	0
0	0.0492242	0	0
0	0	0	0
0	0.068518	0	0
0	0	0	0
0.0143434	0	0	0
0.0273348	0	0	0
0	0	0	0
0	0	0	0
0.430582	0	0	0
0.118436	0	0	0
0	0	0	0
0	0	0	0
0.0611187	0.0526627	0	0.0701725
0.0686123	0	0	0
0	0	0	0
0.00923015	0.133258	0	0
0.163752	0	0	0
0.0831058	0	0	0
0.184819	0	0	0
0.0892748	0	0	0
0	0	0	0.0877682
0.0846546	0	0	0
0.189299	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0.423689
0	0.167434	-0.0751499	0
0	0	0	0
0	0	-0.0567769	0
0	0	0	0
0	0	0	0
0.216648	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	-0.0188597	0
0	0	0	0
0	0	0	0
0	0	0	0
0.0850122	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.0239847	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.227356	0	0	0
0	0	0	0.0261079
0	0.270965	0	0
0	0.0402476	0	0.178357
0	0	0	0
0	0	0	0.636271
0	0	-0.00611909	0
0	0	0	0
0	0	0	0.29937
0	0.543078	0	0
0	0	0	0.596477
0	0.0972506	0	0
0	0	-0.646808	0
0	0.438321	0	0
0	0	0	0
0	0	0	0.905929
0	0	0	0
0	0	0	0
0	0	-0.128835	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0.0854744
0	0	0	0
0	0.188769	-0.478026	-0.0191386
0	0.151374	0	0
0	0.130922	0	0.557132
0	0	0	0
0.106602	0	0	0
0.42908	0	0	0
0.414667	0	0	0
0	0	0	0
0.129648	0	0	0
0	0.694902	0	0
0	0.303137	0	0
0	0.167468	0	0.0336773
0.00889761	0	-0.00959613	0
0	0	-0.0937538	0.201793
0	0	0	0
0.623731	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0.0382798
0	0	-0.115272	0
0	0	0	0
0	0.0554545	0	0.011785
0	0	0	0.179491
0	0	0	0
0	0.0518051	0	0
0	0	0	0.136762
0.210217	0	0	0
0	0.173904	-0.0319889	0
0.164255	0	0	0
0	0	0	0
0	0	0	0.220491
0	0	0	0.507636
0	0	-0.0188597	0
0	0	-0.166776	0
0	0	0	0.142345
0.395349	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0.0443684	0	0.0345892
0.099294	0	0	0
0	0	0	0.0261079
0	0.0895099	0	0
0	0.379925	-0.734819	0
0	0	-0.000882719	0
0	0.272219	0.0141683	0
0	0.656364	0	0
0	0.286524	-0.649638	0
0	0	-0.0541256	0
0	0	0	0.271707
0	-0.102678	-0.61619	0.805684
0	0	0	0.144703
0	0	0	0
0.116098	0	0	0
0	0	0.0915917	0.956028
0	0.784665	-0.654545	0.0863762
0	0	0	0.0712682
