0	0.00614942	0	0
0	0	0	0
0	0	0	0
0	0.000390666	2.99256e-05	0
0	0	0	0.116086
0.0180127	0	0	0
0.029696	0	0	0
0.0342214	0	0	0
0.00648341	0	0	0
0	0	0	0
0.0132853	0	0	0
0.0104597	0	0	0
0	0	0	0
0	0	0	0
0	0.00405846	0	0
0	0	0	0
0	0.00675034	0	0
0	0	0	0
0.000849466	0	0	0
0.00182494	0	0	0
0	0	0	0
0	0	0	0
0.189215	0	0	0
0.0164878	0	0	0
0	0	0	0
0	0	0	0
0.00763782	0.00654759	0	0.00905288
0.00718616	0	0	0
0	0	0	0
0.00063475	0.0215284	0	0
0.029696	0	0	0
0.00921731	0	0	0
0.0379926	0	0	0
0.010715	0	0	0
0	0	0	0.00995052
0.0106007	0	0	0
0.0396491	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0.182313
0	0.0317027	0.00831217	0
0	0	0	0
0	0	0.0049488	0
0	0	0	0
0	0	0	0
0.0502549	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0.00118229	0
0	0	0	0
0	0	0	0
0	0	0	0
0.0101206	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.00155298	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.0546953	0	0	0
0	0	0	0.00169135
0	0.0765389	0	0
0	0.00407902	0	0.036419
0	0	0	0
0	0	0	0.415238
0	0	0.000615785	0
0	0	0	0
0	0	0	0.0940577
0	0.299602	0	0
0	0	0	0.361469
0	0.0121761	0	0
0	0	0.421529	0
0	0.195961	0	0
0	0	0	0
0	0	0	0.82873
0	0	0	0
0	0	0	0
0	0	0.0196418	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0.0099536
0	0	0	0
0	0.0411353	0.234253	0.0015664
0	0.0262675	0	0
0	0.023086	0	0.317075
0	0	0	0
0.0153328	0	0	0
0.197211	0	0	0
0.17875	0	0	0
0	0	0	0
0.0225774	0	0	0
0	0.485606	0	0
0	0.0972667	0	0
0	0.0323297	0	0.00282399
0.000551963	0	0.000608906	0
0	0	0.0138672	0.0470329
0	0	0	0
0.394493	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0.00277387
0	0	0.0168021	0
0	0	0	0
0	0.00547314	0	0.000783455
0	0	0	0.0353713
0	0	0	0
0	0.00442749	0	0
0	0	0	0.0214995
0.0520472	0	0	0
0	0.0334423	0.00245397	0
0.0329244	0	0	0
0	0	0	0
0	0	0	0.0532018
0	0	0	0.265292
0	0	0.00118229	0
0	0	0.0317284	0
0	0	0	0.0239641
0.167956	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0.00449363	0	0.00309479
0.0127422	0	0	0
0	0	0	0.00169135
0	0.0117948	0	0
0	0.148302	0.543703	0
0	0	7.81811e-05	0
0	0.0778561	0.000992709	0
0	0.434454	0	0
0	0.0865843	0.426364	0
0	0	0.00984272	0
0	0	0	0.0877048
0	0.0181327	0.391441	0.659489
0	0	0	0.0237932
0	0	0	0
0.0176702	0	0	0
0	0	0.0141716	0.922745
0	0.622049	0.434449	0.0109794
0	0	0	0.0143623
0	0.773953	0.015199	0
0	0	0.0108579	0.0094903
0	0.00234406	0.0115374	0.0109063
0	0	1.1946	0
0	0.229645	0.00896526	0
0	0.0172318	0	0
0	0	0	0
0	0.101103	0.00261899	0
0	0.00409673	0	0
0	0	0	0
0	0	0.0243234	0
0.0301383	0	0	0
0	0.204931	0	0
0.0147585	0	0	0
0	0	0	0
0	0	0	0
0	0.00161936	0	0
0	0.0172318	0	0
0	0.0287064	0	0
0	0.00361369	0.0073604	0
0	0.0220955	0.126585	0
0	0.00853434	0.227144	0
0	0.0249505	0	0
0.00173301	0	0	0
0	0.0065787	0.0120743	0
0	0.0309067	0	0
0	0	0	0
0	0	0.0146131	0
0	0	0	0.00997494
0	0	0	0.0525254
0	0	0.00923809	0.00436358
0	0.062076	0.116251	0
0.0900109	0	0	0
0.0722301	0	0	0
0.00173301	0	0	0
0.208959	0	0	0
0.00805658	0	0	0
0	0.13344	0.00178695	0
0	0.280287	0	0
0.0811835	0	0	0
0	0	0	0
0	0.0375245	0	0
0.00177118	0.0210971	0	0
0.522575	0	0	0
0	0.00442749	0	0
0	0	0	0
0.0490176	0	0	0
0.0134033	0	0	0
0	0	0	0
0.00599471	0	0	0
0	0.72812	0	0
0	0	0.352246	0.00292809
0	0.164688	0.194982	0.000459394
0.0011628	0	0	0
0	0	0	0
0	0	0.0422878	0
0	0	0.0131033	0
0	0.00442749	0	0
0	0	0.00332355	0
0	0	0	0
0	0	0	0
0	0.0323622	0.343138	0
0	0.105453	0.000615041	0
0	0	0	0.0168624
0	0.00161936	0	0
0.242104	0	0	0
0.0062092	0	0	0
0	0	0	0
0.454979	0	0	0
0.225519	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0.035038
0	0	0.043946	0
0	0	0	0.545913
0	0	0.0401782	0
0	0	0	0
0	0.0284904	0	0.151742
0	0	0	0
0	0.0307421	0	0
0.0463991	0	0	0
0	0.0291914	0.014219	0
0.0192817	0.279203	0	0
0	0	0.509619	0
0.109783	0	0	0
0.0575547	0	0	0
0.0280591	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0.000868299
0	0	0.0132412	0
0	0.000390666	2.99256e-05	0
0	0	0.00961523	0
0	0	0.0049488	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0.0213605
0	0	0	0.0347061
0	0	0.00332355	0
0	0	0	0
0	0	0	0.0145458
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.00155298	0	0	0
0	0.0601654	0	0
0.17638	0	0	0
0.0505682	0	0	0
0	0	0	0
0	0	0	0
0.0690433	0	0	0
0.00138154	0	0	0
0	0.714217	0.152652	0
0	0	0	0.105484
0.108872	0	0	0
0	0.0564154	0	0
0	0.169731	0	0
0	0	0.00118229	0
0	0	0	0
0.00222379	0	0	0
0.0123682	0	0	0
0.0249857	0	0	0
0.0569577	0	0	0
0	0	0	0
0.00770034	0	0	0
0	0	0	0
0.10893	0	0	0
0	0	0.0049488	0
0	0	0.128449	0.140354
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.058479	0	0	0
0.028047	0	0	0
0	0	0	0.000397625
